W22 G0 (d) — every GPU-tier row that moved when the resting sweep was gated

before = the canonical matrix at the 0.10.0 landing (the W21 bed); after = this gate's
scratch matrix, the same profile documents and the same bed, the sweep gone. Only the
cells the gate recaptured appear: the four standard profiles, GPU tier, calibration and
validation. The holdout is not read at this gate (X5).

profile                                scene                                        row                        before      after      delta
apple-macos-26.5-1x-light-standard     photo__capsule-button__rest-tint-orange-half interiorMeanWeb          0.459011   0.454953  -0.004058
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                rimPeakLuminanceWeb      0.051984   0.052151  +0.000166
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                rimFwhmWeb               1.045402   1.043650  -0.001752
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                ssimMean                 0.926813   0.927260  +0.000446
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                oklabDeltaEMean          0.021326   0.019684  -0.001642
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                interiorMeanWeb          0.674243   0.688915  +0.014672
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                rimPeakLuminanceWeb      0.119737   0.057606  -0.062131
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                rimFwhmWeb               1.136105   1.308671  +0.172566
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                ssimMean                 0.994668   0.994588  -0.000080
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                oklabDeltaEMean          0.021876   0.021975  +0.000100
apple-macos-26.5-1x-light-standard     photo__glass-over-glass__rest                interiorMeanWeb          0.686083   0.683832  -0.002251
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        rimPeakLuminanceWeb      0.032411   0.032505  +0.000094
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        rimFwhmWeb               0.790050   0.789405  -0.000645
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        ssimMean                 0.931223   0.931173  -0.000050
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        oklabDeltaEMean          0.028520   0.028767  +0.000247
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        interiorMeanWeb          0.654664   0.653794  -0.000869
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        rimPeakLuminanceWeb      0.085181   0.023428  -0.061754
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        rimFwhmWeb               1.030143   1.060253  +0.030111
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        ssimMean                 0.994431   0.994807  +0.000377
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        oklabDeltaEMean          0.036244   0.036257  +0.000013
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest                        interiorMeanWeb          0.661633   0.660378  -0.001256
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            rimPeakLuminanceWeb      0.064612   0.064604  -0.000008
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            rimFwhmWeb               1.003619   1.003620  +0.000000
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            ssimMean                 0.934786   0.934788  +0.000002
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            oklabDeltaEMean          0.014980   0.014980  -0.000000
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            interiorMeanWeb          0.363111   0.363111  -0.000000
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            rimPeakLuminanceWeb      0.115214   0.047874  -0.067340
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            rimFwhmWeb               1.001119   0.976000  -0.025120
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            ssimMean                 0.992634   0.993065  +0.000431
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            oklabDeltaEMean          0.008280   0.008245  -0.000035
apple-macos-26.5-1x-light-standard     photo__rrect-lg__rest-tint-orange            interiorMeanWeb          0.365935   0.364565  -0.001370
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        rimPeakLuminanceWeb      0.038111   0.038452  +0.000341
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        rimFwhmWeb               0.863363   0.868157  +0.004794
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        ssimMean                 0.962608   0.962586  -0.000022
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        oklabDeltaEMean          0.010339   0.010360  +0.000020
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        interiorMeanWeb          0.653841   0.652219  -0.001622
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        rimPeakLuminanceWeb      0.088493   0.026863  -0.061630
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        rimFwhmWeb               0.993793   0.959000  -0.034794
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        ssimMean                 0.997376   0.997572  +0.000196
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        oklabDeltaEMean          0.011829   0.011819  -0.000009
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest                        interiorMeanWeb          0.658475   0.656373  -0.002102
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            rimPeakLuminanceWeb      0.065095   0.065075  -0.000021
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            rimFwhmWeb               1.004287   1.004289  +0.000001
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            ssimMean                 0.964499   0.964505  +0.000006
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            oklabDeltaEMean          0.005758   0.005758  -0.000000
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            interiorMeanWeb          0.364024   0.364024  -0.000001
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            rimPeakLuminanceWeb      0.120255   0.052472  -0.067783
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            rimFwhmWeb               0.986681   0.958927  -0.027754
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            ssimMean                 0.995814   0.996087  +0.000272
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            oklabDeltaEMean          0.002867   0.002834  -0.000033
apple-macos-26.5-1x-light-standard     photo__rrect-md__rest-tint-orange            interiorMeanWeb          0.366402   0.364091  -0.002311
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        rimPeakLuminanceWeb      0.043550   0.043665  +0.000115
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        rimFwhmWeb               0.927570   0.929261  +0.001691
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        ssimMean                 0.946301   0.946294  -0.000007
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        oklabDeltaEMean          0.019137   0.019249  +0.000113
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        interiorMeanWeb          0.655531   0.654412  -0.001119
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        rimPeakLuminanceWeb      0.105219   0.043179  -0.062040
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        rimFwhmWeb               1.094557   1.231972  +0.137415
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        ssimMean                 0.995599   0.995692  +0.000093
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        oklabDeltaEMean          0.023169   0.023195  +0.000026
apple-macos-26.5-1x-light-standard     photo__rrect-ml__rest                        interiorMeanWeb          0.660391   0.658821  -0.001570
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        rimPeakLuminanceWeb      0.058572   0.059015  +0.000443
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        rimFwhmWeb               1.155432   1.149920  -0.005512
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        ssimMean                 0.985947   0.985954  +0.000007
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        oklabDeltaEMean          0.002483   0.002420  -0.000063
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        interiorMeanWeb          0.603290   0.598553  -0.004737
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        rimPeakLuminanceWeb      0.100357   0.034487  -0.065869
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        rimFwhmWeb               0.968991   0.908462  -0.060529
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        ssimMean                 0.999296   0.999269  -0.000027
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        oklabDeltaEMean          0.001074   0.001055  -0.000019
apple-macos-26.5-1x-light-standard     photo__rrect-sm__rest                        interiorMeanWeb          0.597980   0.591766  -0.006213
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   rimPeakLuminanceWeb      0.003714   0.003831  +0.000117
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   rimFwhmWeb               0.285995   0.287609  +0.001615
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   ssimMean                 0.966157   0.966155  -0.000002
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   oklabDeltaEMean          0.004877   0.004804  -0.000073
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   interiorMeanWeb          0.627552   0.624269  -0.003283
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   rimPeakLuminanceWeb      0.019099   0.000025  -0.019075
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   rimPeakDistanceWeb       1.000000  10.000000  +9.000000
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   rimFwhmWeb               0.696435   1.222222  +0.525787
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   ssimMean                 0.998079   0.997819  -0.000260
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   oklabDeltaEMean          0.002884   0.002885  +0.000001
apple-macos-26.5-1x-light-standard     photo__toolbar-group__rest                   interiorMeanWeb          0.635813   0.631209  -0.004604
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           rimPeakLuminanceWeb      0.084987   0.063545  -0.021442
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           rimFwhmWeb               1.384202   1.378265  -0.005937
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           ssimMean                 0.992015   0.992114  +0.000099
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           oklabDeltaEMean          0.004834   0.004846  +0.000012
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest           interiorMeanWeb          0.071658   0.070748  -0.000910
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.044808   0.028129  -0.016679
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange rimFwhmWeb               1.601871   1.740200  +0.138329
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange ssimMean                 0.998411   0.998436  +0.000026
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange oklabDeltaEMean          0.001018   0.001022  +0.000004
apple-macos-26.5-2x-dark-standard      checkerboard__capsule-button__rest-tint-orange interiorMeanWeb          0.428871   0.428161  -0.000710
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         rimPeakLuminanceWeb      0.019900   0.017335  -0.002565
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         rimFwhmWeb               3.006150   2.906623  -0.099527
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         ssimMean                 0.879596   0.892668  +0.013072
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         oklabDeltaEMean          0.038601   0.030580  -0.008020
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         interiorMeanWeb          0.050316   0.044665  -0.005651
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         rimPeakLuminanceWeb      0.071099   0.039078  -0.032020
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         rimFwhmWeb               1.422476   1.363237  -0.059239
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         ssimMean                 0.968115   0.983508  +0.015393
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         oklabDeltaEMean          0.017586   0.009048  -0.008537
apple-macos-26.5-2x-dark-standard      checkerboard__glass-over-glass__rest         interiorMeanWeb          0.050609   0.044327  -0.006282
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 rimPeakLuminanceWeb      0.118311   0.069138  -0.049173
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 rimFwhmWeb               1.414875   1.340529  -0.074345
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 ssimMean                 0.989455   0.990542  +0.001087
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 oklabDeltaEMean          0.004020   0.003819  -0.000200
apple-macos-26.5-2x-dark-standard      checkerboard__rrect-md__rest                 interiorMeanWeb          0.050597   0.049391  -0.001206
apple-macos-26.5-2x-dark-standard      dark-solid__rrect-md__rest                   ssimMean                 0.991980   0.995200  +0.003220
apple-macos-26.5-2x-dark-standard      dark-solid__rrect-md__rest                   oklabDeltaEMean          0.004001   0.003680  -0.000320
apple-macos-26.5-2x-dark-standard      dark-solid__rrect-md__rest                   interiorMeanWeb          0.097608   0.055884  -0.041724
apple-macos-26.5-2x-dark-standard      mid-dark-solid__capsule-button__rest         rimPeakLuminanceWeb      0.031656   0.024428  -0.007227
apple-macos-26.5-2x-dark-standard      mid-dark-solid__capsule-button__rest         rimFwhmWeb               1.006507   1.006889  +0.000382
apple-macos-26.5-2x-dark-standard      mid-dark-solid__capsule-button__rest         ssimMean                 0.997423   0.998426  +0.001003
apple-macos-26.5-2x-dark-standard      mid-dark-solid__capsule-button__rest         oklabDeltaEMean          0.000260   0.000188  -0.000071
apple-macos-26.5-2x-dark-standard      mid-dark-solid__capsule-button__rest         interiorMeanWeb          0.030254   0.029837  -0.000417
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  rimPeakLuminanceWeb      0.068781   0.050877  -0.017903
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  rimFwhmWeb               1.349708   1.352742  +0.003035
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  ssimMean                 0.991008   0.990944  -0.000064
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  oklabDeltaEMean          0.007586   0.007607  +0.000021
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest                  interiorMeanWeb          0.055554   0.054752  -0.000802
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      rimPeakLuminanceWeb      0.040796   0.024009  -0.016787
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      rimFwhmWeb               1.691211   1.966938  +0.275726
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      ssimMean                 0.997423   0.997540  +0.000117
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      oklabDeltaEMean          0.000994   0.000990  -0.000004
apple-macos-26.5-2x-dark-standard      photo__capsule-button__rest-tint-orange      interiorMeanWeb          0.428733   0.428019  -0.000714
apple-macos-26.5-2x-dark-standard      photo__rrect-lg__rest                        rimPeakLuminanceWeb      0.111842   0.063269  -0.048573
apple-macos-26.5-2x-dark-standard      photo__rrect-lg__rest                        rimFwhmWeb               1.492678   1.543235  +0.050557
apple-macos-26.5-2x-dark-standard      photo__rrect-lg__rest                        ssimMean                 0.989447   0.994608  +0.005161
apple-macos-26.5-2x-dark-standard      photo__rrect-lg__rest                        oklabDeltaEMean          0.030021   0.029789  -0.000232
apple-macos-26.5-2x-dark-standard      photo__rrect-lg__rest                        interiorMeanWeb          0.041463   0.040825  -0.000638
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        rimPeakLuminanceWeb      0.114187   0.060653  -0.053534
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        rimFwhmWeb               1.473181   1.511256  +0.038075
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        ssimMean                 0.993769   0.997184  +0.003415
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        oklabDeltaEMean          0.013071   0.012934  -0.000137
apple-macos-26.5-2x-dark-standard      photo__rrect-md__rest                        interiorMeanWeb          0.041874   0.040690  -0.001185
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           rimPeakLuminanceWeb      0.035103   0.035413  +0.000310
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           rimFwhmWeb               1.465523   1.473230  +0.007708
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           ssimMean                 0.975361   0.975455  +0.000094
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           oklabDeltaEMean          0.006813   0.006717  -0.000096
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           interiorMeanWeb          0.694863   0.691337  -0.003526
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           rimPeakLuminanceWeb      0.131519   0.072132  -0.059387
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           rimFwhmWeb               1.982242   1.841433  -0.140809
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           ssimMean                 0.996346   0.996064  -0.000281
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           oklabDeltaEMean          0.002550   0.002540  -0.000010
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest           interiorMeanWeb          0.685613   0.682619  -0.002994
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue rimPeakLuminanceWeb      0.072240   0.072222  -0.000017
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue rimFwhmWeb               2.919378   2.919643  +0.000265
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue ssimMean                 0.983088   0.983086  -0.000002
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue oklabDeltaEMean          0.004755   0.004756  +0.000000
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue interiorMeanWeb          0.208263   0.208262  -0.000001
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue rimPeakLuminanceWeb      0.206002   0.110075  -0.095927
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue rimFwhmWeb               1.567544   1.530874  -0.036670
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue ssimMean                 0.997929   0.997620  -0.000309
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue oklabDeltaEMean          0.001288   0.001342  +0.000055
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-blue interiorMeanWeb          0.213657   0.209311  -0.004345
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.064934   0.064914  -0.000020
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange rimFwhmWeb               2.951120   2.951449  +0.000329
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange ssimMean                 0.982948   0.982946  -0.000003
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange oklabDeltaEMean          0.004850   0.004850  +0.000000
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange interiorMeanWeb          0.370332   0.370331  -0.000001
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange rimPeakLuminanceWeb      0.177903   0.094671  -0.083232
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange rimFwhmWeb               1.650995   1.619863  -0.031132
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange ssimMean                 0.998202   0.998233  +0.000031
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange oklabDeltaEMean          0.001328   0.001300  -0.000029
apple-macos-26.5-2x-light-standard     checkerboard__capsule-button__rest-tint-orange interiorMeanWeb          0.375651   0.371800  -0.003851
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         rimPeakLuminanceWeb      0.059295   0.055369  -0.003925
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         rimFwhmWeb               6.335952   3.982079  -2.353872
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         ssimMean                 0.868108   0.868461  +0.000353
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         oklabDeltaEMean          0.034470   0.032904  -0.001566
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         interiorMeanWeb          0.716537   0.728665  +0.012128
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         rimPeakLuminanceWeb      0.114915   0.067395  -0.047520
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         rimFwhmWeb               2.135065   2.111449  -0.023617
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         ssimMean                 0.984268   0.983870  -0.000398
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         oklabDeltaEMean          0.006136   0.006226  +0.000090
apple-macos-26.5-2x-light-standard     checkerboard__glass-over-glass__rest         interiorMeanWeb          0.717801   0.716072  -0.001729
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 rimPeakLuminanceWeb      0.036560   0.036487  -0.000073
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 rimFwhmWeb               1.464566   1.461575  -0.002991
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 ssimMean                 0.872200   0.872256  +0.000055
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 oklabDeltaEMean          0.034225   0.034215  -0.000010
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 interiorMeanWeb          0.705909   0.705372  -0.000537
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 rimPeakLuminanceWeb      0.133224   0.068407  -0.064817
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 rimFwhmWeb               2.396390   2.454823  +0.058433
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 ssimMean                 0.976247   0.976471  +0.000225
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 oklabDeltaEMean          0.008010   0.008007  -0.000003
apple-macos-26.5-2x-light-standard     checkerboard__rrect-lg__rest                 interiorMeanWeb          0.701107   0.700062  -0.001045
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 rimPeakLuminanceWeb      0.038206   0.038237  +0.000031
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 rimFwhmWeb               1.462703   1.462688  -0.000014
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 ssimMean                 0.915209   0.915232  +0.000023
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 oklabDeltaEMean          0.022771   0.022746  -0.000024
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 interiorMeanWeb          0.705064   0.704514  -0.000549
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 rimPeakLuminanceWeb      0.120968   0.070752  -0.050216
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 rimFwhmWeb               2.433432   2.310007  -0.123425
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 ssimMean                 0.990303   0.990101  -0.000202
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 oklabDeltaEMean          0.003720   0.003718  -0.000002
apple-macos-26.5-2x-light-standard     checkerboard__rrect-md__rest                 interiorMeanWeb          0.701474   0.700029  -0.001445
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 rimPeakLuminanceWeb      0.036433   0.036426  -0.000007
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 rimFwhmWeb               1.443903   1.442034  -0.001869
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 ssimMean                 0.878934   0.878912  -0.000022
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 oklabDeltaEMean          0.032820   0.032767  -0.000054
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 interiorMeanWeb          0.705435   0.704879  -0.000556
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 rimPeakLuminanceWeb      0.128160   0.068152  -0.060009
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 rimFwhmWeb               2.454145   2.456487  +0.002342
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 ssimMean                 0.986036   0.985851  -0.000184
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 oklabDeltaEMean          0.004872   0.004897  +0.000025
apple-macos-26.5-2x-light-standard     checkerboard__rrect-ml__rest                 interiorMeanWeb          0.701297   0.700062  -0.001235
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 rimPeakLuminanceWeb      0.042886   0.044537  +0.001650
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 rimFwhmWeb               1.469679   1.482130  +0.012452
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 ssimMean                 0.988713   0.988741  +0.000029
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 oklabDeltaEMean          0.003388   0.003330  -0.000058
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 interiorMeanWeb          0.696272   0.691096  -0.005176
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 rimPeakLuminanceWeb      0.134133   0.067027  -0.067107
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 rimFwhmWeb               2.221516   2.168673  -0.052843
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 ssimMean                 0.998814   0.998449  -0.000365
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 oklabDeltaEMean          0.000990   0.001001  +0.000011
apple-macos-26.5-2x-light-standard     checkerboard__rrect-sm__rest                 interiorMeanWeb          0.688029   0.683017  -0.005013
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            rimPeakLuminanceWeb      0.016502   0.016748  +0.000246
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            rimFwhmWeb               1.337943   1.336996  -0.000947
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            ssimMean                 0.968081   0.968071  -0.000010
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            oklabDeltaEMean          0.008132   0.008090  -0.000042
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            interiorMeanWeb          0.686459   0.684116  -0.002342
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            rimPeakLuminanceWeb      0.082941   0.028221  -0.054720
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            rimPeakDistanceWeb       1.000000   2.000000  +1.000000
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            rimFwhmWeb               2.418076   1.462012  -0.956063
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            ssimMean                 0.996549   0.996299  -0.000250
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            oklabDeltaEMean          0.002417   0.002442  +0.000025
apple-macos-26.5-2x-light-standard     checkerboard__toolbar-group__rest            interiorMeanWeb          0.685680   0.681420  -0.004260
apple-macos-26.5-2x-light-standard     dark-solid__rrect-md__rest                   rimPeakLuminanceWeb      0.054489   0.056991  +0.002502
